iter	Passed	Remaining
1667	49073	39188
1668	49106	39161
1669	49136	39132
1670	49170	39106
1671	49198	39076
1672	49227	39046
1673	49253	39014
1674	49283	38985
1675	49310	38953
1676	49336	38921
1677	49362	38890
1678	49390	38859
1679	49415	38826
1680	49443	38795
1681	49472	38766
1682	49498	38734
1683	49524	38702
1684	49551	38670
1685	49581	38641
1686	49611	38612
1687	49640	38583
1688	49672	38555
1689	49701	38526
1690	49728	38495
1691	49756	38463
1692	49785	38434
1693	49813	38404
1694	49842	38374
1695	49871	38344
1696	49901	38315
1697	49929	38285
1698	49957	38254
1699	49984	38223
1700	50015	38195
1701	50047	38168
1702	50076	38137
1703	50106	38109
1704	50136	38079
1705	50163	38049
1706	50193	38019
1707	50221	37989
1708	50252	37961
1709	50283	37932
1710	50310	37902
1711	50339	37872
1712	50366	37840
1713	50393	37809
1714	50419	37778
1715	50448	37747
1716	50473	37715
1717	50501	37685
1718	50529	37654
1719	50555	37622
1720	50584	37593
1721	50612	37562
1722	50637	37529
1723	50664	37499
1724	50689	37466
1725	50715	37434
1726	50740	37401
1727	50764	37368
1728	50789	37335
1729	50816	37304
1730	50842	37272
1731	50865	37238
1732	50891	37206
1733	50917	37175
1734	50943	37142
1735	50967	37110
1736	50991	37077
1737	51020	37047
1738	51045	37014
1739	51073	36984
1740	51101	36953
1741	51127	36921
1742	51154	36891
1743	51185	36863
1744	51217	36835
1745	51247	36806
1746	51279	36779
1747	51317	36755
1748	51345	36725
1749	51374	36696
1750	51399	36663
1751	51424	36631
1752	51449	36598
1753	51475	36567
1754	51501	36535
1755	51526	36503
1756	51555	36473
1757	51580	36441
1758	51608	36410
1759	51632	36377
1760	51659	36346
1761	51685	36314
1762	51712	36283
1763	51736	36250
1764	51759	36217
1765	51783	36184
1766	51808	36151
1767	51835	36120
1768	51859	36087
1769	51887	36057
1770	51912	36025
1771	51936	35992
1772	51961	35959
1773	51986	35927
1774	52013	35896
1775	52039	35864
1776	52063	35831
1777	52091	35801
1778	52116	35769
1779	52140	35736
1780	52166	35705
1781	52192	35673
1782	52221	35643
1783	52245	35611
1784	52270	35579
1785	52298	35548
1786	52323	35516
1787	52352	35487
1788	52380	35456
1789	52406	35425
1790	52431	35393
1791	52456	35361
1792	52484	35331
1793	52514	35302
1794	52541	35271
1795	52566	35239
1796	52591	35207
1797	52616	35175
1798	52644	35145
1799	52671	35114
1800	52696	35082
1801	52718	35047
1802	52742	35015
1803	52768	34984
1804	52796	34954
1805	52823	34922
1806	52846	34889
1807	52869	34856
1808	52893	34823
1809	52919	34792
1810	52944	34760
1811	52969	34728
1812	52996	34697
1813	53022	34666
1814	53049	34635
1815	53075	34604
1816	53102	34573
1817	53130	34543
1818	53159	34514
1819	53186	34483
1820	53213	34452
1821	53238	34420
1822	53264	34389
1823	53291	34358
1824	53314	34326
1825	53343	34296
1826	53375	34268
1827	53409	34243
1828	53438	34213
1829	53468	34184
1830	53499	34156
1831	53530	34128
1832	53558	34098
1833	53584	34067
1834	53610	34035
1835	53634	34003
1836	53659	33971
1837	53682	33938
1838	53708	33907
1839	53740	33879
1840	53767	33849
1841	53794	33818
1842	53819	33786
1843	53845	33755
1844	53872	33724
1845	53900	33694
1846	53925	33663
1847	53950	33631
1848	53975	33599
1849	54000	33567
1850	54027	33537
1851	54054	33507
1852	54081	33475
1853	54107	33445
1854	54131	33412
1855	54157	33381
1856	54185	33351
1857	54213	33321
1858	54239	33290
1859	54270	33262
1860	54295	33230
1861	54322	33200
1862	54347	33168
1863	54372	33137
1864	54398	33105
1865	54423	33074
1866	54449	33042
1867	54476	33012
1868	54501	32980
1869	54526	32949
1870	54552	32918
1871	54577	32886
1872	54604	32856
1873	54630	32825
1874	54655	32793
1875	54680	32761
1876	54708	32731
1877	54732	32699
1878	54757	32668
1879	54785	32638
1880	54811	32607
1881	54837	32576
1882	54863	32544
1883	54886	32512
1884	54911	32480
1885	54940	32451
1886	54965	32419
1887	54991	32388
1888	55020	32360
1889	55045	32328
1890	55074	32299
1891	55099	32267
1892	55124	32236
1893	55151	32205
1894	55178	32175
1895	55202	32143
1896	55228	32112
1897	55253	32080
1898	55280	32050
1899	55303	32017
1900	55328	31986
1901	55355	31956
1902	55383	31926
1903	55410	31896
1904	55434	31864
1905	55461	31833
1906	55485	31801
1907	55514	31772
1908	55545	31744
1909	55579	31718
1910	55611	31690
1911	55640	31661
1912	55671	31633
1913	55703	31605
1914	55729	31575
1915	55756	31544
1916	55783	31514
1917	55809	31483
1918	55834	31452
1919	55858	31420
1920	55885	31390
1921	55912	31359
1922	55935	31327
1923	55962	31297
1924	55987	31266
1925	56013	31234
1926	56038	31203
1927	56064	31172
1928	56091	31142
1929	56121	31113
1930	56147	31083
1931	56170	31050
1932	56197	31020
1933	56226	30991
1934	56253	30961
1935	56279	30930
1936	56306	30900
1937	56348	30878
1938	56374	30847
1939	56399	30816
1940	56427	30786
1941	56453	30755
1942	56477	30724
1943	56502	30692
1944	56529	30662
1945	56556	30632
1946	56582	30601
1947	56607	30570
1948	56634	30540
1949	56663	30511
1950	56688	30480
1951	56711	30447
1952	56737	30416
1953	56766	30387
1954	56791	30356
1955	56817	30325
1956	56844	30295
1957	56868	30264
1958	56894	30233
1959	56923	30204
1960	56950	30174
1961	56976	30143
1962	57004	30113
1963	57031	30083
1964	57058	30053
1965	57104	30033
1966	57163	30020
1967	57206	29998
1968	57245	29974
1969	57282	29949
1970	57314	29921
1971	57347	29895
1972	57378	29866
1973	57406	29837
1974	57435	29808
1975	57464	29779
1976	57491	29748
1977	57517	29718
1978	57544	29688
1979	57572	29658
1980	57601	29629
1981	57628	29599
1982	57656	29569
1983	57684	29539
1984	57715	29512
1985	57750	29485
1986	57780	29457
1987	57813	29430
1988	57843	29401
1989	57879	29376
1990	57905	29345
1991	57930	29314
1992	57958	29284
1993	57985	29254
1994	58012	29224
1995	58039	29194
1996	58072	29167
1997	58103	29138
1998	58130	29108
1999	58160	29080
2000	58187	29050
2001	58215	29020
2002	58243	28990
2003	58271	28961
2004	58296	28930
2005	58324	28900
2006	58350	28870
2007	58378	28840
2008	58404	28809
2009	58432	28780
2010	58457	28749
2011	58485	28719
2012	58511	28688
2013	58536	28657
2014	58562	28627
2015	58588	28596
2016	58616	28567
2017	58642	28536
2018	58670	28506
2019	58698	28477
2020	58728	28448
2021	58757	28419
2022	58779	28387
2023	58805	28356
2024	58830	28326
2025	58858	28296
2026	58885	28266
2027	58914	28236
2028	58939	28206
2029	58964	28175
2030	58991	28145
2031	59021	28116
2032	59049	28087
2033	59078	28057
2034	59105	28027
2035	59132	27997
2036	59159	27967
2037	59187	27938
2038	59211	27907
2039	59238	27877
2040	59267	27847
2041	59293	27817
2042	59320	27787
2043	59346	27757
2044	59374	27727
2045	59401	27697
2046	59430	27668
2047	59457	27638
2048	59483	27607
2049	59511	27578
2050	59537	27547
2051	59562	27517
2052	59586	27485
2053	59612	27455
2054	59636	27424
2055	59661	27393
2056	59687	27362
2057	59716	27333
2058	59743	27304
2059	59769	27273
2060	59794	27242
2061	59822	27213
2062	59849	27183
2063	59877	27153
2064	59908	27125
2065	59937	27096
2066	59966	27067
2067	59995	27038
2068	60021	27008
2069	60051	26979
2070	60080	26950
2071	60107	26920
2072	60133	26890
2073	60159	26859
2074	60185	26829
2075	60212	26799
2076	60237	26768
2077	60264	26739
2078	60289	26708
2079	60316	26678
2080	60341	26647
2081	60367	26617
2082	60393	26586
2083	60418	26556
2084	60443	26525
2085	60468	26495
2086	60493	26463
2087	60519	26433
2088	60545	26403
2089	60570	26373
2090	60595	26341
2091	60620	26311
2092	60645	26280
2093	60670	26250
2094	60697	26219
2095	60724	26190
2096	60763	26165
2097	60788	26135
2098	60812	26103
2099	60838	26073
2100	60864	26043
2101	60888	26012
2102	60915	25982
2103	60941	25952
2104	60965	25921
2105	60991	25891
2106	61016	25860
2107	61041	25829
2108	61066	25798
2109	61092	25768
2110	61115	25737
2111	61141	25707
2112	61167	25677
2113	61193	25646
2114	61223	25618
2115	61250	25588
2116	61277	25558
2117	61300	25527
2118	61326	25497
2119	61351	25466
2120	61377	25436
2121	61402	25405
2122	61428	25375
2123	61453	25345
2124	61478	25314
2125	61503	25284
2126	61532	25255
2127	61557	25224
2128	61581	25193
2129	61607	25163
2130	61634	25133
2131	61659	25103
2132	61681	25071
2133	61708	25041
2134	61734	25011
2135	61759	24981
2136	61785	24951
2137	61812	24921
2138	61840	24892
2139	61865	24861
2140	61889	24830
2141	61915	24800
2142	61942	24771
2143	61967	24740
2144	61995	24711
2145	62021	24681
2146	62050	24652
2147	62079	24623
2148	62116	24598
2149	62147	24570
2150	62174	24540
2151	62203	24511
2152	62233	24482
2153	62258	24452
2154	62283	24421
2155	62306	24390
2156	62332	24360
2157	62360	24331
2158	62386	24301
2159	62411	24271
2160	62438	24241
2161	62467	24212
2162	62494	24182
2163	62520	24152
2164	62546	24123
2165	62573	24093
2166	62598	24062
2167	62627	24034
2168	62655	24005
2169	62687	23977
2170	62713	23947
2171	62740	23917
2172	62767	23887
2173	62794	23858
2174	62819	23828
2175	62844	23797
2176	62874	23769
2177	62899	23739
2178	62924	23708
2179	62951	23678
2180	62976	23648
2181	63001	23618
2182	63026	23588
2183	63051	23557
2184	63076	23527
2185	63101	23496
2186	63124	23465
2187	63150	23436
2188	63175	23405
2189	63199	23375
2190	63226	23345
2191	63250	23315
2192	63274	23284
2193	63299	23253
2194	63324	23223
2195	63348	23193
2196	63374	23163
2197	63398	23132
2198	63423	23102
2199	63448	23072
2200	63473	23041
2201	63498	23011
2202	63524	22981
2203	63549	22951
2204	63577	22922
2205	63602	22892
2206	63628	22862
2207	63654	22832
2208	63679	22802
2209	63707	22773
2210	63731	22742
2211	63757	22712
2212	63782	22682
2213	63808	22653
2214	63837	22624
2215	63862	22593
2216	63884	22562
2217	63911	22533
2218	63937	22503
2219	63962	22473
2220	63989	22443
2221	64013	22413
2222	64043	22384
2223	64070	22355
2224	64099	22326
2225	64125	22297
2226	64152	22267
2227	64178	22237
2228	64204	22208
2229	64234	22179
2230	64266	22152
2231	64297	22123
2232	64326	22095
2233	64355	22066
2234	64385	22037
2235	64413	22008
2236	64438	21978
2237	64464	21948
2238	64491	21919
2239	64518	21890
2240	64544	21860
2241	64569	21830
2242	64593	21800
2243	64620	21770
2244	64645	21740
2245	64672	21711
2246	64699	21681
2247	64726	21652
2248	64752	21622
2249	64777	21592
2250	64804	21563
2251	64830	21533
2252	64858	21504
2253	64883	21474
2254	64909	21444
2255	64936	21415
2256	64963	21385
2257	64988	21355
2258	65015	21326
2259	65043	21297
2260	65068	21267
2261	65095	21238
2262	65125	21209
2263	65152	21180
2264	65176	21150
2265	65204	21120
2266	65230	21091
2267	65256	21061
2268	65281	21031
2269	65306	21001
2270	65333	20972
2271	65361	20943
2272	65387	20913
2273	65413	20884
2274	65438	20854
2275	65464	20824
2276	65490	20794
2277	65518	20765
2278	65545	20736
2279	65571	20706
2280	65600	20677
2281	65624	20647
2282	65647	20617
2283	65672	20587
2284	65697	20557
2285	65723	20527
2286	65748	20497
2287	65774	20468
2288	65801	20438
2289	65824	20408
2290	65854	20380
2291	65882	20351
2292	65908	20321
2293	65934	20291
2294	65960	20262
2295	65985	20232
2296	66012	20203
2297	66040	20174
2298	66067	20144
2299	66090	20114
2300	66117	20085
2301	66146	20056
2302	66175	20028
2303	66204	19999
2304	66232	19970
2305	66261	19941
2306	66289	19912
2307	66315	19883
2308	66339	19852
2309	66366	19823
2310	66395	19794
2311	66428	19767
2312	66468	19742
2313	66500	19714
2314	66530	19686
2315	66558	19657
2316	66586	19628
2317	66612	19598
2318	66638	19569
2319	66668	19540
2320	66694	19511
2321	66720	19481
2322	66746	19452
2323	66775	19423
2324	66800	19393
2325	66831	19365
2326	66858	19336
2327	66885	19307
2328	66912	19278
2329	66937	19248
2330	66960	19217
2331	66986	19188
2332	67010	19158
2333	67034	19128
2334	67058	19097
2335	67084	19068
2336	67109	19038
2337	67139	19010
2338	67183	18986
2339	67212	18957
2340	67239	18928
2341	67268	18899
2342	67297	18870
2343	67323	18841
2344	67349	18811
2345	67377	18782
2346	67406	18754
2347	67435	18725
2348	67462	18696
2349	67492	18668
2350	67520	18639
2351	67554	18611
2352	67580	18582
2353	67608	18553
2354	67635	18524
2355	67664	18495
2356	67692	18466
2357	67720	18437
2358	67750	18409
2359	67777	18380
2360	67806	18351
2361	67837	18323
2362	67866	18295
2363	67894	18266
2364	67922	18237
2365	67950	18208
2366	67980	18179
2367	68006	18150
2368	68035	18121
2369	68063	18092
2370	68090	18063
2371	68118	18034
2372	68147	18006
2373	68175	17977
2374	68203	17948
2375	68232	17919
2376	68262	17891
2377	68293	17863
2378	68319	17833
2379	68345	17804
2380	68372	17775
2381	68400	17746
2382	68427	17717
2383	68453	17687
2384	68480	17658
2385	68509	17629
2386	68537	17601
2387	68564	17571
2388	68594	17543
2389	68630	17516
2390	68662	17488
2391	68692	17460
2392	68722	17431
2393	68755	17404
2394	68784	17375
2395	68815	17347
2396	68844	17318
2397	68873	17290
2398	68900	17260
2399	68926	17231
2400	68957	17203
2401	68982	17173
2402	69011	17145
2403	69036	17115
2404	69068	17087
2405	69095	17058
2406	69120	17028
2407	69148	16999
2408	69177	16971
2409	69201	16941
2410	69230	16912
2411	69259	16884
2412	69290	16855
2413	69318	16827
2414	69349	16798
2415	69378	16770
2416	69405	16741
2417	69431	16711
2418	69459	16682
2419	69485	16653
2420	69513	16624
2421	69537	16594
2422	69565	16565
2423	69592	16536
2424	69622	16508
2425	69651	16479
2426	69678	16450
2427	69708	16422
2428	69735	16393
2429	69762	16363
2430	69790	16335
2431	69818	16306
2432	69845	16277
2433	69874	16248
2434	69904	16220
2435	69934	16191
2436	69960	16162
2437	69991	16134
2438	70018	16105
2439	70046	16076
2440	70075	16047
2441	70101	16018
2442	70128	15989
2443	70153	15959
2444	70181	15930
2445	70208	15901
2446	70234	15872
2447	70261	15843
2448	70288	15814
2449	70312	15784
2450	70337	15754
2451	70363	15725
2452	70389	15696
2453	70429	15670
2454	70453	15640
2455	70479	15611
2456	70515	15584
2457	70541	15554
2458	70576	15527
2459	70612	15500
2460	70639	15471
2461	70667	15442
2462	70695	15413
2463	70722	15384
2464	70750	15355
2465	70792	15329
2466	70830	15303
2467	70864	15275
2468	70893	15246
2469	70924	15218
2470	70958	15191
2471	70985	15161
2472	71015	15133
2473	71044	15104
2474	71072	15075
2475	71102	15047
2476	71132	15019
2477	71165	14991
2478	71194	14962
2479	71223	14933
2480	71250	14904
2481	71280	14876
2482	71308	14847
2483	71334	14818
2484	71362	14789
2485	71392	14760
2486	71421	14732
2487	71448	14703
2488	71475	14674
2489	71503	14645
2490	71531	14616
2491	71559	14587
2492	71587	14558
2493	71618	14530
2494	71647	14501
2495	71673	14472
2496	71699	14443
2497	71728	14414
2498	71756	14385
2499	71783	14356
2500	71809	14327
2501	71839	14299
2502	71864	14269
2503	71895	14241
2504	71928	14213
2505	71962	14185
2506	71992	14157
2507	72020	14128
2508	72049	14099
2509	72077	14070
2510	72107	14042
2511	72138	14014
2512	72163	13984
2513	72193	13956
2514	72220	13927
2515	72248	13898
2516	72273	13868
2517	72299	13839
2518	72326	13810
2519	72352	13781
2520	72381	13752
2521	72406	13723
2522	72434	13694
2523	72463	13665
2524	72491	13637
2525	72519	13608
2526	72547	13579
2527	72571	13549
2528	72597	13520
2529	72623	13491
2530	72648	13461
2531	72673	13432
2532	72699	13403
2533	72724	13373
2534	72750	13344
2535	72776	13315
2536	72803	13286
2537	72828	13257
2538	72857	13228
2539	72884	13199
2540	72912	13170
2541	72944	13142
2542	72978	13114
2543	73009	13086
2544	73037	13057
2545	73069	13029
2546	73099	13001
2547	73130	12972
2548	73156	12943
2549	73183	12914
2550	73209	12885
2551	73235	12856
2552	73263	12827
2553	73290	12798
2554	73318	12769
2555	73345	12740
2556	73372	12711
2557	73399	12682
2558	73423	12653
2559	73449	12624
2560	73473	12594
2561	73503	12566
2562	73530	12537
2563	73557	12508
2564	73584	12479
2565	73610	12450
2566	73638	12421
2567	73665	12392
2568	73692	12363
2569	73717	12334
2570	73745	12305
2571	73769	12275
2572	73793	12246
2573	73818	12217
2574	73844	12187
2575	73869	12158
2576	73893	12129
2577	73917	12099
2578	73944	12070
2579	73972	12042
2580	74000	12013
2581	74023	11983
2582	74048	11954
2583	74075	11925
2584	74103	11896
2585	74129	11867
2586	74154	11838
2587	74182	11809
2588	74207	11780
2589	74231	11750
2590	74260	11722
2591	74288	11693
2592	74314	11664
2593	74340	11635
2594	74368	11606
2595	74393	11577
2596	74418	11548
2597	74443	11518
2598	74466	11489
2599	74493	11460
2600	74518	11431
2601	74540	11401
2602	74564	11372
2603	74590	11343
2604	74616	11314
2605	74643	11285
2606	74669	11256
2607	74695	11227
2608	74720	11198
2609	74745	11168
2610	74771	11139
2611	74796	11110
2612	74820	11081
2613	74847	11052
2614	74874	11023
2615	74899	10994
2616	74924	10965
2617	74947	10935
2618	74971	10906
2619	74998	10877
2620	75024	10848
2621	75049	10819
2622	75074	10790
2623	75103	10761
2624	75133	10733
2625	75170	10705
2626	75202	10677
2627	75232	10649
2628	75260	10620
2629	75291	10592
2630	75321	10563
2631	75346	10534
2632	75373	10505
2633	75399	10476
2634	75423	10447
2635	75451	10419
2636	75476	10389
2637	75503	10360
2638	75527	10331
2639	75553	10302
2640	75581	10273
2641	75606	10244
2642	75632	10216
2643	75661	10187
2644	75686	10158
2645	75712	10129
2646	75738	10100
2647	75764	10071
2648	75788	10042
2649	75816	10013
2650	75843	9984
2651	75869	9955
2652	75894	9926
2653	75922	9897
2654	75949	9869
2655	75977	9840
2656	76007	9812
2657	76034	9783
2658	76062	9754
2659	76087	9725
2660	76113	9696
2661	76142	9667
2662	76169	9639
2663	76194	9610
2664	76223	9581
2665	76248	9552
2666	76274	9523
2667	76301	9494
2668	76327	9465
2669	76353	9436
2670	76380	9408
2671	76406	9379
2672	76432	9350
2673	76455	9321
2674	76485	9292
2675	76512	9263
2676	76538	9234
2677	76562	9205
2678	76586	9176
2679	76611	9147
2680	76635	9118
2681	76660	9089
2682	76684	9060
2683	76713	9031
2684	76741	9003
2685	76765	8974
2686	76789	8944
2687	76816	8916
2688	76841	8887
2689	76868	8858
2690	76894	8829
2691	76917	8800
2692	76947	8771
2693	76975	8743
2694	77002	8714
2695	77031	8686
2696	77058	8657
2697	77084	8628
2698	77112	8599
2699	77140	8571
2700	77170	8542
2701	77197	8514
2702	77225	8485
2703	77252	8456
2704	77280	8428
2705	77313	8399
2706	77348	8372
2707	77377	8343
2708	77407	8315
2709	77434	8286
2710	77463	8257
2711	77491	8229
2712	77519	8200
2713	77545	8171
2714	77570	8142
2715	77595	8113
2716	77623	8085
2717	77650	8056
2718	77676	8027
2719	77704	7998
2720	77732	7970
2721	77759	7941
2722	77785	7912
2723	77808	7883
2724	77834	7854
2725	77860	7826
2726	77885	7797
2727	77909	7768
2728	77938	7739
2729	77965	7710
2730	77992	7682
2731	78019	7653
2732	78048	7624
2733	78076	7596
2734	78102	7567
2735	78127	7538
2736	78156	7510
2737	78184	7481
2738	78214	7453
2739	78239	7424
2740	78265	7395
2741	78291	7366
2742	78317	7337
2743	78352	7309
2744	78391	7282
2745	78419	7253
2746	78445	7224
2747	78473	7196
2748	78497	7167
2749	78526	7138
2750	78555	7110
2751	78582	7081
2752	78607	7052
2753	78632	7023
2754	78658	6995
2755	78685	6966
2756	78712	6937
2757	78737	6908
2758	78764	6880
2759	78790	6851
2760	78817	6822
2761	78843	6793
2762	78867	6764
2763	78892	6736
2764	78918	6707
2765	78943	6678
2766	78968	6649
2767	78997	6621
2768	79028	6592
2769	79054	6564
2770	79078	6535
2771	79105	6506
2772	79130	6477
2773	79157	6449
2774	79185	6420
2775	79216	6392
2776	79246	6363
2777	79271	6334
2778	79297	6306
2779	79325	6277
2780	79349	6248
2781	79374	6219
2782	79399	6191
2783	79424	6162
2784	79454	6133
2785	79485	6105
2786	79520	6077
2787	79553	6049
2788	79582	6020
2789	79613	5992
2790	79646	5964
2791	79674	5935
2792	79701	5906
2793	79728	5878
2794	79756	5849
2795	79781	5820
2796	79803	5791
2797	79830	5763
2798	79856	5734
2799	79882	5705
2800	79907	5677
2801	79935	5648
2802	79963	5619
2803	79989	5591
2804	80012	5562
2805	80039	5533
2806	80064	5504
2807	80091	5476
2808	80117	5447
2809	80143	5418
2810	80169	5390
2811	80195	5361
2812	80221	5332
2813	80247	5304
2814	80276	5275
2815	80302	5247
2816	80327	5218
2817	80356	5189
2818	80381	5161
2819	80408	5132
2820	80433	5103
2821	80463	5075
2822	80489	5046
2823	80515	5017
2824	80543	4989
2825	80570	4960
2826	80595	4932
2827	80620	4903
2828	80649	4874
2829	80674	4846
2830	80703	4817
2831	80730	4789
2832	80756	4760
2833	80784	4731
2834	80810	4703
2835	80834	4674
2836	80860	4645
2837	80884	4617
2838	80911	4588
2839	80936	4559
2840	80963	4531
2841	80991	4502
2842	81016	4474
2843	81045	4445
2844	81069	4416
2845	81096	4388
2846	81122	4359
2847	81147	4330
2848	81172	4302
2849	81197	4273
2850	81225	4245
2851	81252	4216
2852	81279	4187
2853	81307	4159
2854	81334	4130
2855	81361	4102
2856	81390	4073
2857	81417	4045
2858	81442	4016
2859	81464	3987
2860	81489	3959
2861	81516	3930
2862	81542	3901
2863	81568	3873
2864	81593	3844
2865	81617	3816
2866	81646	3787
2867	81678	3759
2868	81712	3731
2869	81743	3702
2870	81772	3674
2871	81800	3645
2872	81830	3617
2873	81857	3588
2874	81880	3560
2875	81905	3531
2876	81933	3502
2877	81957	3474
2878	81981	3445
2879	82007	3416
2880	82035	3388
2881	82060	3359
2882	82085	3331
2883	82109	3302
2884	82135	3274
2885	82161	3245
2886	82186	3216
2887	82211	3188
2888	82239	3159
2889	82265	3131
2890	82293	3102
2891	82318	3074
2892	82346	3045
2893	82370	3017
2894	82397	2988
2895	82424	2959
2896	82449	2931
2897	82477	2902
2898	82503	2874
2899	82529	2845
2900	82553	2817
2901	82580	2788
2902	82607	2760
2903	82632	2731
2904	82659	2703
2905	82685	2674
2906	82710	2646
2907	82733	2617
2908	82761	2588
2909	82790	2560
2910	82813	2531
2911	82840	2503
2912	82868	2474
2913	82895	2446
2914	82921	2417
2915	82949	2389
2916	82978	2361
2917	83005	2332
2918	83030	2304
2919	83057	2275
2920	83082	2247
2921	83107	2218
2922	83134	2189
2923	83160	2161
2924	83185	2132
2925	83213	2104
2926	83238	2075
2927	83262	2047
2928	83292	2019
2929	83318	1990
2930	83345	1962
2931	83371	1933
2932	83397	1905
2933	83422	1876
2934	83451	1848
2935	83476	1819
2936	83502	1791
2937	83528	1762
2938	83555	1734
2939	83581	1705
2940	83611	1677
2941	83641	1648
2942	83669	1620
2943	83696	1592
2944	83724	1563
2945	83752	1535
2946	83780	1506
2947	83809	1478
2948	83842	1449
2949	83875	1421
2950	83907	1393
2951	83937	1364
2952	83971	1336
2953	84005	1308
2954	84035	1279
2955	84060	1251
2956	84085	1222
2957	84110	1194
2958	84136	1165
2959	84163	1137
2960	84187	1108
2961	84215	1080
2962	84241	1051
2963	84267	1023
2964	84296	995
2965	84322	966
2966	84349	938
2967	84374	909
2968	84400	881
2969	84425	852
2970	84453	824
2971	84478	795
2972	84505	767
2973	84530	739
2974	84558	710
2975	84582	682
2976	84608	653
2977	84633	625
2978	84659	596
2979	84689	568
2980	84715	539
2981	84745	511
2982	84771	483
2983	84797	454
2984	84823	426
2985	84849	397
2986	84874	369
2987	84903	340
2988	84927	312
2989	84952	284
2990	84979	255
2991	85007	227
2992	85032	198
2993	85058	170
2994	85084	142
2995	85108	113
2996	85136	85
2997	85163	56
2998	85190	28
2999	85219	0
