iter	Passed	Remaining
718	21359	67762
719	21389	67733
720	21418	67700
721	21445	67664
722	21475	67633
723	21502	67597
724	21533	67571
725	21560	67533
726	21588	67496
727	21616	67461
728	21645	67431
729	21677	67407
730	21707	67379
731	21737	67350
732	21763	67310
733	21793	67281
734	21826	67259
735	21855	67228
736	21884	67196
737	21912	67161
738	21943	67136
739	21971	67102
740	22000	67070
741	22029	67038
742	22058	67006
743	22088	66978
744	22118	66948
745	22146	66915
746	22173	66876
747	22202	66843
748	22230	66809
749	22257	66773
750	22288	66746
751	22315	66709
752	22342	66671
753	22377	66658
754	22411	66641
755	22444	66619
756	22478	66604
757	22510	66579
758	22538	66545
759	22566	66510
760	22596	66482
761	22626	66454
762	22652	66414
763	22682	66383
764	22711	66353
765	22743	66331
766	22773	66302
767	22804	66274
768	22834	66245
769	22866	66225
770	22898	66201
771	22929	66175
772	22957	66139
773	22995	66135
774	23038	66143
775	23071	66123
776	23101	66093
777	23132	66066
778	23163	66040
779	23196	66021
780	23226	65992
781	23255	65958
782	23282	65923
783	23313	65895
784	23340	65860
785	23369	65827
786	23397	65791
787	23428	65765
788	23458	65737
789	23491	65717
790	23526	65701
791	23556	65671
792	23585	65641
793	23616	65613
794	23647	65587
795	23676	65555
796	23704	65523
797	23736	65497
798	23766	65469
799	23797	65442
800	23830	65422
801	23863	65401
802	23894	65375
803	23927	65355
804	23959	65331
805	23990	65302
806	24022	65279
807	24050	65247
808	24080	65216
809	24108	65182
810	24136	65148
811	24167	65120
812	24197	65092
813	24228	65066
814	24260	65041
815	24289	65010
816	24318	64977
817	24348	64948
818	24377	64917
819	24406	64886
820	24434	64851
821	24462	64817
822	24496	64799
823	24538	64801
824	24578	64798
825	24613	64780
826	24649	64767
827	24687	64760
828	24716	64727
829	24748	64702
830	24780	64678
831	24809	64648
832	24842	64625
833	24871	64593
834	24904	64572
835	24934	64543
836	24966	64520
837	24998	64495
838	25029	64468
839	25061	64442
840	25091	64414
841	25122	64386
842	25154	64362
843	25187	64341
844	25216	64309
845	25242	64270
846	25270	64236
847	25295	64192
848	25322	64156
849	25350	64122
850	25376	64081
851	25402	64042
852	25429	64006
853	25455	63966
854	25481	63927
855	25509	63892
856	25538	63861
857	25566	63826
858	25592	63788
859	25620	63754
860	25648	63718
861	25681	63696
862	25711	63667
863	25740	63637
864	25769	63604
865	25799	63574
866	25830	63547
867	25861	63521
868	25887	63483
869	25917	63453
870	25947	63423
871	25973	63386
872	26005	63360
873	26034	63329
874	26062	63293
875	26089	63258
876	26118	63225
877	26149	63199
878	26175	63161
879	26204	63128
880	26232	63094
881	26263	63068
882	26293	63038
883	26320	63003
884	26351	62974
885	26380	62944
886	26412	62919
887	26443	62892
888	26471	62857
889	26499	62824
890	26528	62792
891	26557	62761
892	26586	62729
893	26615	62697
894	26643	62665
895	26671	62629
896	26711	62624
897	26746	62606
898	26779	62585
899	26810	62557
900	26844	62537
901	26874	62509
902	26901	62472
903	26932	62446
904	26962	62416
905	26994	62390
906	27023	62360
907	27054	62331
908	27087	62309
909	27116	62278
910	27147	62252
911	27178	62223
912	27204	62186
913	27233	62154
914	27262	62123
915	27290	62088
916	27316	62049
917	27343	62015
918	27372	61983
919	27400	61948
920	27430	61919
921	27458	61885
922	27487	61855
923	27516	61821
924	27545	61792
925	27575	61762
926	27607	61737
927	27637	61707
928	27672	61689
929	27707	61670
930	27742	61654
931	27776	61632
932	27803	61597
933	27832	61564
934	27864	61540
935	27894	61509
936	27922	61477
937	27951	61446
938	27980	61414
939	28009	61383
940	28043	61361
941	28071	61328
942	28102	61301
943	28132	61271
944	28160	61238
945	28188	61204
946	28214	61167
947	28245	61138
948	28273	61104
949	28303	61075
950	28331	61042
951	28361	61013
952	28394	60990
953	28422	60956
954	28453	60928
955	28481	60895
956	28510	60863
957	28538	60829
958	28571	60807
959	28601	60779
960	28632	60750
961	28663	60724
962	28696	60700
963	28728	60675
964	28766	60662
965	28799	60639
966	28830	60613
967	28862	60587
968	28894	60562
969	28928	60540
970	28958	60512
971	28990	60485
972	29022	60460
973	29061	60450
974	29091	60420
975	29124	60397
976	29155	60370
977	29185	60340
978	29218	60316
979	29245	60282
980	29277	60255
981	29304	60219
982	29330	60182
983	29355	60143
984	29381	60105
985	29412	60078
986	29445	60054
987	29474	60022
988	29512	60009
989	29547	59990
990	29577	59959
991	29606	59929
992	29639	59906
993	29671	59880
994	29698	59845
995	29729	59816
996	29762	59794
997	29792	59763
998	29823	59737
999	29855	59711
1000	29886	59683
1001	29915	59651
1002	29943	59618
1003	29979	59600
1004	30011	59574
1005	30044	59552
1006	30076	59526
1007	30106	59495
1008	30139	59472
1009	30170	59444
1010	30197	59409
1011	30228	59382
1012	30260	59356
1013	30295	59335
1014	30327	59310
1015	30358	59283
1016	30401	59279
1017	30434	59253
1018	30469	59234
1019	30498	59203
1020	30528	59172
1021	30559	59145
1022	30590	59117
1023	30620	59087
1024	30651	59059
1025	30679	59027
1026	30713	59005
1027	30749	58985
1028	30779	58956
1029	30812	58932
1030	30848	58913
1031	30882	58891
1032	30912	58863
1033	30946	58839
1034	30978	58813
1035	31010	58787
1036	31041	58760
1037	31072	58733
1038	31106	58710
1039	31139	58686
1040	31170	58657
1041	31199	58626
1042	31231	58601
1043	31270	58587
1044	31313	58581
1045	31346	58558
1046	31378	58531
1047	31414	58511
1048	31445	58484
1049	31481	58465
1050	31510	58434
1051	31540	58404
1052	31571	58376
1053	31604	58351
1054	31632	58318
1055	31664	58290
1056	31694	58261
1057	31726	58236
1058	31756	58205
1059	31785	58173
1060	31813	58139
1061	31843	58109
1062	31870	58074
1063	31900	58044
1064	31927	58009
1065	31970	58002
1066	31998	57968
1067	32026	57935
1068	32057	57907
1069	32087	57877
1070	32116	57845
1071	32146	57815
1072	32173	57780
1073	32198	57741
1074	32225	57706
1075	32252	57670
1076	32278	57634
1077	32305	57598
1078	32333	57564
1079	32364	57536
1080	32393	57504
1081	32420	57470
1082	32446	57433
1083	32473	57397
1084	32499	57361
1085	32525	57323
1086	32549	57284
1087	32576	57248
1088	32602	57210
1089	32630	57178
1090	32654	57138
1091	32683	57105
1092	32710	57071
1093	32737	57036
1094	32764	57001
1095	32792	56967
1096	32817	56929
1097	32845	56896
1098	32874	56864
1099	32901	56829
1100	32931	56799
1101	32959	56767
1102	32986	56731
1103	33010	56691
1104	33037	56657
1105	33066	56625
1106	33094	56592
1107	33122	56559
1108	33147	56521
1109	33174	56485
1110	33201	56451
1111	33228	56417
1112	33255	56381
1113	33283	56349
1114	33317	56326
1115	33350	56300
1116	33380	56272
1117	33410	56242
1118	33444	56219
1119	33475	56191
1120	33505	56160
1121	33533	56128
1122	33568	56107
1123	33600	56081
1124	33629	56048
1125	33660	56020
1126	33690	55991
1127	33735	55986
1128	33769	55964
1129	33803	55940
1130	33833	55910
1131	33860	55876
1132	33887	55841
1133	33917	55811
1134	33944	55775
1135	33973	55744
1136	33998	55706
1137	34027	55676
1138	34055	55642
1139	34085	55613
1140	34114	55581
1141	34145	55553
1142	34177	55527
1143	34208	55499
1144	34238	55468
1145	34272	55446
1146	34303	55417
1147	34334	55390
1148	34364	55360
1149	34399	55337
1150	34431	55311
1151	34458	55277
1152	34489	55248
1153	34516	55214
1154	34548	55187
1155	34576	55155
1156	34605	55124
1157	34633	55090
1158	34657	55051
1159	34687	55021
1160	34715	54988
1161	34743	54955
1162	34774	54927
1163	34802	54895
1164	34829	54860
1165	34857	54827
1166	34882	54789
1167	34911	54758
1168	34943	54731
1169	34970	54697
1170	34996	54661
1171	35020	54621
1172	35045	54585
1173	35073	54552
1174	35101	54518
1175	35124	54479
1176	35149	54441
1177	35175	54405
1178	35199	54366
1179	35226	54332
1180	35254	54299
1181	35278	54261
1182	35306	54227
1183	35335	54196
1184	35361	54161
1185	35388	54127
1186	35415	54093
1187	35442	54058
1188	35469	54024
1189	35496	53991
1190	35523	53956
1191	35555	53929
1192	35582	53895
1193	35609	53861
1194	35637	53829
1195	35664	53795
1196	35692	53763
1197	35719	53728
1198	35766	53723
1199	35801	53702
1200	35828	53668
1201	35857	53636
1202	35885	53603
1203	35918	53578
1204	35943	53542
1205	35969	53507
1206	35993	53468
1207	36018	53430
1208	36044	53396
1209	36067	53356
1210	36095	53322
1211	36126	53295
1212	36153	53261
1213	36183	53231
1214	36213	53201
1215	36237	53164
1216	36265	53131
1217	36296	53103
1218	36323	53070
1219	36352	53038
1220	36384	53011
1221	36411	52978
1222	36440	52947
1223	36471	52918
1224	36499	52886
1225	36530	52859
1226	36558	52826
1227	36588	52797
1228	36617	52766
1229	36648	52737
1230	36674	52702
1231	36701	52669
1232	36730	52637
1233	36759	52606
1234	36791	52580
1235	36821	52551
1236	36848	52518
1237	36878	52488
1238	36911	52462
1239	36947	52441
1240	36979	52414
1241	37012	52389
1242	37042	52360
1243	37072	52330
1244	37104	52303
1245	37138	52280
1246	37165	52246
1247	37194	52216
1248	37226	52188
1249	37256	52158
1250	37287	52131
1251	37318	52102
1252	37346	52069
1253	37376	52041
1254	37406	52011
1255	37437	51983
1256	37465	51950
1257	37496	51922
1258	37525	51891
1259	37554	51860
1260	37582	51828
1261	37613	51800
1262	37643	51771
1263	37672	51740
1264	37705	51714
1265	37739	51689
1266	37768	51659
1267	37799	51631
1268	37829	51601
1269	37856	51568
1270	37886	51538
1271	37920	51514
1272	37957	51495
1273	37991	51470
1274	38027	51448
1275	38061	51424
1276	38097	51403
1277	38127	51373
1278	38155	51341
1279	38185	51311
1280	38214	51281
1281	38244	51250
1282	38272	51218
1283	38301	51187
1284	38324	51149
1285	38352	51117
1286	38381	51085
1287	38408	51052
1288	38434	51017
1289	38461	50984
1290	38490	50952
1291	38517	50919
1292	38543	50885
1293	38571	50852
1294	38601	50823
1295	38630	50792
1296	38659	50760
1297	38688	50730
1298	38714	50695
1299	38739	50659
1300	38767	50626
1301	38794	50593
1302	38818	50556
1303	38846	50524
1304	38873	50490
1305	38904	50462
1306	38933	50431
1307	38961	50400
1308	38987	50364
1309	39012	50328
1310	39035	50291
1311	39065	50260
1312	39093	50229
1313	39117	50191
1314	39144	50159
1315	39170	50123
1316	39197	50090
1317	39224	50057
1318	39248	50020
1319	39276	49988
1320	39304	49956
1321	39332	49924
1322	39359	49891
1323	39384	49855
1324	39411	49821
1325	39440	49790
1326	39468	49759
1327	39497	49729
1328	39528	49700
1329	39556	49668
1330	39583	49635
1331	39610	49602
1332	39640	49572
1333	39667	49539
1334	39697	49510
1335	39724	49476
1336	39751	49443
1337	39779	49411
1338	39804	49377
1339	39830	49341
1340	39854	49305
1341	39881	49271
1342	39908	49238
1343	39933	49203
1344	39962	49172
1345	39986	49136
1346	40012	49102
1347	40038	49068
1348	40064	49034
1349	40095	49005
1350	40125	48976
1351	40151	48942
1352	40176	48906
1353	40204	48875
1354	40234	48845
1355	40259	48809
1356	40285	48776
1357	40316	48747
1358	40357	48732
1359	40390	48706
1360	40420	48677
1361	40450	48647
1362	40482	48620
1363	40509	48587
1364	40536	48554
1365	40562	48520
1366	40590	48488
1367	40618	48457
1368	40645	48423
1369	40672	48391
1370	40701	48360
1371	40730	48330
1372	40758	48299
1373	40788	48269
1374	40819	48240
1375	40854	48218
1376	40894	48200
1377	40926	48173
1378	40957	48144
1379	40987	48115
1380	41017	48086
1381	41045	48054
1382	41073	48022
1383	41102	47992
1384	41131	47961
1385	41163	47934
1386	41192	47904
1387	41224	47877
1388	41255	47849
1389	41281	47815
1390	41314	47789
1391	41345	47761
1392	41375	47732
1393	41406	47703
1394	41436	47674
1395	41469	47647
1396	41496	47615
1397	41523	47582
1398	41549	47548
1399	41576	47516
1400	41608	47489
1401	41634	47454
1402	41663	47424
1403	41691	47393
1404	41717	47358
1405	41747	47329
1406	41775	47298
1407	41801	47264
1408	41831	47234
1409	41862	47206
1410	41890	47175
1411	41919	47144
1412	41946	47112
1413	41974	47080
1414	42003	47049
1415	42038	47026
1416	42069	46997
1417	42098	46967
1418	42130	46940
1419	42155	46905
1420	42182	46873
1421	42208	46839
1422	42236	46807
1423	42262	46773
1424	42288	46739
1425	42314	46706
1426	42339	46671
1427	42363	46634
1428	42389	46601
1429	42419	46572
1430	42446	46540
1431	42478	46512
1432	42512	46487
1433	42543	46459
1434	42576	46433
1435	42605	46403
1436	42637	46375
1437	42667	46346
1438	42693	46313
1439	42720	46280
1440	42746	46247
1441	42770	46211
1442	42798	46179
1443	42824	46145
1444	42850	46112
1445	42878	46080
1446	42905	46048
1447	42934	46018
1448	42962	45987
1449	42990	45955
1450	43021	45926
1451	43048	45894
1452	43079	45866
1453	43110	45837
1454	43136	45804
1455	43161	45769
1456	43188	45737
1457	43216	45705
1458	43244	45674
1459	43272	45643
1460	43301	45613
1461	43332	45585
1462	43363	45557
1463	43392	45526
1464	43416	45491
1465	43443	45459
1466	43471	45427
1467	43495	45392
1468	43522	45359
1469	43547	45325
1470	43573	45291
1471	43602	45261
1472	43631	45231
1473	43664	45205
1474	43692	45173
1475	43720	45142
1476	43752	45114
1477	43778	45081
1478	43802	45046
1479	43834	45019
1480	43860	44986
1481	43889	44955
1482	43915	44921
1483	43939	44887
1484	43968	44856
1485	43999	44828
1486	44026	44796
1487	44056	44767
1488	44085	44737
1489	44114	44706
1490	44144	44677
1491	44170	44644
1492	44200	44615
1493	44228	44584
1494	44258	44554
1495	44287	44524
1496	44318	44495
1497	44346	44465
1498	44375	44434
1499	44403	44403
1500	44431	44372
1501	44456	44338
1502	44483	44305
1503	44512	44275
1504	44539	44243
1505	44564	44209
1506	44590	44175
1507	44615	44142
1508	44644	44111
1509	44680	44088
1510	44711	44060
1511	44740	44030
1512	44767	43998
1513	44803	43974
1514	44834	43946
1515	44861	43914
1516	44885	43879
1517	44912	43847
1518	44937	43813
1519	44965	43782
1520	44990	43747
1521	45019	43717
1522	45046	43685
1523	45072	43652
1524	45097	43618
1525	45123	43586
1526	45150	43553
1527	45176	43520
1528	45203	43488
1529	45229	43456
1530	45255	43422
1531	45285	43393
1532	45314	43363
1533	45342	43332
1534	45368	43299
1535	45398	43270
1536	45425	43238
1537	45449	43204
1538	45474	43169
1539	45500	43136
1540	45527	43105
1541	45554	43073
1542	45582	43041
1543	45609	43010
1544	45637	42978
1545	45663	42945
1546	45692	42915
1547	45720	42885
1548	45745	42851
1549	45772	42819
1550	45800	42788
1551	45824	42754
1552	45853	42723
1553	45882	42693
1554	45909	42661
1555	45936	42630
1556	45961	42595
1557	45989	42565
1558	46015	42532
1559	46058	42515
1560	46088	42486
1561	46116	42455
1562	46142	42423
1563	46169	42391
1564	46196	42358
1565	46223	42327
1566	46249	42294
1567	46275	42262
1568	46304	42231
1569	46330	42199
1570	46358	42168
1571	46385	42136
1572	46413	42105
1573	46443	42076
1574	46473	42047
1575	46501	42016
1576	46526	41982
1577	46555	41952
1578	46581	41920
1579	46608	41888
1580	46633	41855
1581	46657	41821
1582	46687	41791
1583	46712	41758
1584	46739	41726
1585	46766	41694
1586	46794	41663
1587	46825	41635
1588	46865	41615
1589	46892	41583
1590	46922	41554
1591	46952	41526
1592	46985	41499
1593	47017	41472
1594	47045	41441
1595	47076	41413
1596	47104	41382
1597	47132	41351
1598	47160	41320
1599	47187	41289
1600	47215	41258
1601	47243	41227
1602	47273	41198
1603	47301	41167
1604	47328	41135
1605	47354	41103
1606	47382	41072
1607	47409	41041
1608	47440	41012
1609	47471	40985
1610	47499	40954
1611	47527	40923
1612	47557	40894
1613	47585	40863
1614	47613	40832
1615	47639	40799
1616	47664	40767
1617	47692	40736
1618	47721	40706
1619	47748	40674
1620	47775	40642
1621	47801	40610
1622	47833	40582
1623	47860	40551
1624	47885	40518
1625	47913	40488
1626	47939	40455
1627	47967	40425
1628	47994	40392
1629	48020	40360
1630	48049	40331
1631	48078	40300
1632	48105	40269
1633	48133	40239
1634	48160	40207
1635	48187	40175
1636	48214	40144
1637	48241	40112
1638	48269	40082
1639	48294	40048
1640	48323	40018
1641	48347	39985
1642	48376	39955
1643	48403	39923
1644	48431	39893
1645	48458	39862
1646	48485	39830
1647	48510	39797
1648	48536	39765
1649	48565	39735
1650	48590	39702
1651	48620	39673
1652	48645	39640
1653	48676	39611
1654	48706	39583
1655	48732	39551
1656	48755	39516
1657	48781	39484
1658	48807	39452
1659	48836	39422
1660	48863	39391
1661	48890	39359
1662	48917	39328
1663	48945	39297
1664	48974	39267
1665	49005	39239
1666	49039	39213
