iter	Logloss
1513	0.2096850838
1514	0.2096630795
1515	0.2096527649
1516	0.2096360215
1517	0.209618023
1518	0.2096033739
1519	0.2095869575
1520	0.2095724651
1521	0.2095578212
1522	0.2095417215
1523	0.2095235642
1524	0.2095097206
1525	0.209487252
1526	0.209470611
1527	0.2094543229
1528	0.2094406839
1529	0.2094204781
1530	0.2094019355
1531	0.2093839644
1532	0.2093670621
1533	0.2093488744
1534	0.2093367116
1535	0.2093274431
1536	0.209311616
1537	0.2092930354
1538	0.2092754402
1539	0.209260024
1540	0.2092324911
1541	0.2092150604
1542	0.209201055
1543	0.2091848012
1544	0.2091727546
1545	0.2091563248
1546	0.2091401687
1547	0.2091220868
1548	0.2091031753
1549	0.2090816826
1550	0.2090577657
1551	0.2090415282
1552	0.2090222834
1553	0.2090078621
1554	0.2089941371
1555	0.20897461
1556	0.2089596425
1557	0.2089507658
1558	0.2089357823
1559	0.2089178092
1560	0.2088958111
1561	0.2088806885
1562	0.2088673743
1563	0.2088511569
1564	0.2088366068
1565	0.208827621
1566	0.2088144151
1567	0.2087947946
1568	0.2087742636
1569	0.2087601541
1570	0.2087395331
1571	0.2087265546
1572	0.2087126692
1573	0.2086963603
1574	0.2086841349
1575	0.2086695837
1576	0.2086555603
1577	0.2086355314
1578	0.2086175976
1579	0.2086057705
1580	0.2085910646
1581	0.2085799412
1582	0.2085590458
1583	0.2085348362
1584	0.208513775
1585	0.2084928905
1586	0.2084853731
1587	0.2084678892
1588	0.2084508773
1589	0.2084387103
1590	0.2084219909
1591	0.208401681
1592	0.2083787399
1593	0.208354361
1594	0.2083264922
1595	0.208316741
1596	0.2083083101
1597	0.2082904544
1598	0.2082717606
1599	0.2082524313
1600	0.2082339773
1601	0.2082178822
1602	0.208205226
1603	0.2081879626
1604	0.2081710203
1605	0.2081501138
1606	0.2081323703
1607	0.2081112865
1608	0.208095458
1609	0.2080875855
1610	0.2080735664
1611	0.2080625759
1612	0.2080366222
1613	0.2080188621
1614	0.2079959596
1615	0.2079805665
1616	0.2079726026
1617	0.2079573951
1618	0.2079314173
1619	0.2079134943
1620	0.2078956012
1621	0.207877829
1622	0.2078602334
1623	0.2078510548
1624	0.2078298029
1625	0.2078197298
1626	0.2078022991
1627	0.2077788606
1628	0.2077610889
1629	0.207745165
1630	0.2077251223
1631	0.2077107949
1632	0.2076949485
1633	0.207679449
1634	0.2076668484
1635	0.2076481838
1636	0.2076274023
1637	0.2076099946
1638	0.207592139
1639	0.2075755418
1640	0.207556693
1641	0.207544494
1642	0.2075277395
1643	0.2075095006
1644	0.2074899423
1645	0.2074723846
1646	0.2074569523
1647	0.2074420017
1648	0.2074286022
1649	0.2074173826
1650	0.2073980678
1651	0.2073841864
1652	0.2073663488
1653	0.2073431268
1654	0.2073253723
1655	0.2073133525
1656	0.2073002543
1657	0.2072803913
1658	0.2072558435
1659	0.2072381541
1660	0.2072217135
1661	0.2072038889
1662	0.2071783334
1663	0.2071575898
1664	0.2071448711
1665	0.2071241295
1666	0.2071086523
1667	0.207093422
1668	0.2070805869
1669	0.2070574972
1670	0.2070566495
1671	0.2070440719
1672	0.2070235706
1673	0.2070113772
1674	0.2069958532
1675	0.2069813473
1676	0.2069663877
1677	0.2069545044
1678	0.206941979
1679	0.206925144
1680	0.2069119517
1681	0.2068928674
1682	0.2068699744
1683	0.2068540351
1684	0.206837933
1685	0.2068173749
1686	0.2068093849
1687	0.2067896291
1688	0.2067680412
1689	0.2067529438
1690	0.2067409107
1691	0.2067206416
1692	0.2067004535
1693	0.2066837814
1694	0.2066617277
1695	0.206648377
1696	0.206628509
1697	0.2066115674
1698	0.2065987935
1699	0.2065823682
1700	0.2065694184
1701	0.2065489955
1702	0.2065343972
1703	0.2065186057
1704	0.206506044
1705	0.2064856728
1706	0.2064732684
1707	0.2064633682
1708	0.2064482765
1709	0.2064298917
1710	0.2064078298
1711	0.2063900615
1712	0.2063766794
1713	0.2063625563
1714	0.206346259
1715	0.2063322522
1716	0.2063111858
1717	0.2062977385
1718	0.2062753747
1719	0.2062616972
1720	0.2062458227
1721	0.2062278745
1722	0.2062087527
1723	0.2061944395
1724	0.2061841062
1725	0.2061665321
1726	0.2061509087
1727	0.2061328938
1728	0.2061156676
1729	0.2061014402
1730	0.2060768083
1731	0.2060665284
1732	0.2060514829
1733	0.2060343931
1734	0.2060153328
1735	0.2059995101
1736	0.2059873112
1737	0.2059718712
1738	0.2059590434
1739	0.2059458462
1740	0.2059251677
1741	0.2059037319
1742	0.2058887989
1743	0.2058751566
1744	0.2058616539
1745	0.2058475545
1746	0.2058348849
1747	0.2058195343
1748	0.2058061679
1749	0.2057913539
1750	0.2057756067
1751	0.2057583354
1752	0.2057463003
1753	0.2057286933
1754	0.2057059453
1755	0.2056887388
1756	0.2056719272
1757	0.20565389
1758	0.205636995
1759	0.2056154462
1760	0.2056004645
1761	0.2055851504
1762	0.2055644572
1763	0.2055421413
1764	0.2055309976
1765	0.205515944
1766	0.2054959286
1767	0.20548199
1768	0.2054670367
1769	0.205443558
1770	0.2054277557
1771	0.2054100201
1772	0.2053987738
1773	0.20538208
1774	0.2053672543
1775	0.2053546098
1776	0.2053382102
1777	0.2053275195
1778	0.2053154672
1779	0.2052984807
1780	0.2052827503
1781	0.2052631981
1782	0.2052507468
1783	0.205238801
1784	0.2052226948
1785	0.2052105304
1786	0.2051982618
1787	0.2051870028
1788	0.2051681789
1789	0.2051514416
1790	0.2051387898
1791	0.2051241094
1792	0.2051085974
1793	0.2050949577
1794	0.2050783435
1795	0.205067474
1796	0.2050532815
1797	0.2050346792
1798	0.2050249566
1799	0.2050135457
1800	0.2049987555
1801	0.2049885976
1802	0.204969923
1803	0.2049546019
1804	0.2049413926
1805	0.2049260686
1806	0.2049135184
1807	0.2048987009
1808	0.2048831401
1809	0.204866897
1810	0.2048526891
1811	0.2048410136
1812	0.2048257567
1813	0.2048205844
1814	0.2048046181
1815	0.2047883284
1816	0.2047629046
1817	0.2047453895
1818	0.2047335974
1819	0.2047183496
1820	0.2047051037
1821	0.2046830549
1822	0.2046719625
1823	0.2046528296
1824	0.2046374529
1825	0.2046217795
1826	0.2046070739
1827	0.204594496
1828	0.2045841264
1829	0.2045659186
1830	0.2045618133
1831	0.2045438947
1832	0.2045200139
1833	0.2045034057
1834	0.2044810183
1835	0.2044657173
1836	0.204450642
1837	0.2044270904
1838	0.2044157436
1839	0.204399093
1840	0.2043853283
1841	0.2043659779
1842	0.2043481162
1843	0.2043353942
1844	0.2043220486
1845	0.2043098147
1846	0.2042935509
1847	0.2042817035
1848	0.2042667286
1849	0.204252432
1850	0.2042405943
1851	0.204229521
1852	0.2042178191
1853	0.2042012961
1854	0.2041875456
1855	0.2041714072
1856	0.2041586618
1857	0.2041463772
1858	0.2041315249
1859	0.2041194052
1860	0.2041066806
1861	0.204094638
1862	0.2040751444
1863	0.2040574335
1864	0.2040454556
1865	0.2040286022
1866	0.2040170956
1867	0.2040013328
1868	0.2039789196
1869	0.203959571
1870	0.2039369903
1871	0.2039182057
1872	0.2039026395
1873	0.2038887894
1874	0.2038709572
1875	0.2038517583
1876	0.2038318474
1877	0.203812278
1878	0.2037974613
1879	0.2037856556
1880	0.2037679185
1881	0.2037499638
1882	0.203735295
1883	0.2037120245
1884	0.2037009251
1885	0.2036800308
1886	0.2036650333
1887	0.2036467622
1888	0.2036243025
1889	0.2036076459
1890	0.2035961971
1891	0.2035833836
1892	0.203568233
1893	0.2035565416
1894	0.2035430599
1895	0.203528579
1896	0.2035094251
1897	0.2034903653
1898	0.2034756352
1899	0.2034607555
1900	0.2034485978
1901	0.2034336376
1902	0.203420594
1903	0.2034063402
1904	0.2033953652
1905	0.2033832428
1906	0.2033679307
1907	0.2033536205
1908	0.2033385554
1909	0.2033219555
1910	0.2033037749
1911	0.203290407
1912	0.2032777871
1913	0.203264968
1914	0.2032443611
1915	0.2032295903
1916	0.2032173183
1917	0.2032062396
1918	0.2031938595
1919	0.2031795125
1920	0.2031722211
1921	0.203151411
1922	0.2031368123
1923	0.2031138914
1924	0.2030999632
1925	0.2030806702
1926	0.2030654918
1927	0.2030443159
1928	0.2030251686
1929	0.2030105991
1930	0.2029990906
1931	0.2029817164
1932	0.2029667986
1933	0.2029505349
1934	0.20293088
1935	0.2029224741
1936	0.2029067101
1937	0.2028867122
1938	0.2028699736
1939	0.2028557175
1940	0.2028401646
1941	0.2028184044
1942	0.2028061092
1943	0.202792388
1944	0.202774147
1945	0.2027536956
1946	0.2027351371
1947	0.2027184525
1948	0.2027016963
1949	0.2026910987
1950	0.2026797671
1951	0.2026630094
1952	0.2026420732
1953	0.2026340609
1954	0.2026150476
1955	0.2026038668
1956	0.2025849749
1957	0.2025752558
1958	0.2025611399
1959	0.2025451654
1960	0.2025295217
1961	0.2025190576
1962	0.2025039097
1963	0.202489678
1964	0.2024687122
1965	0.2024551541
1966	0.2024450651
1967	0.202426438
1968	0.2024062489
1969	0.2023915693
1970	0.2023747396
1971	0.2023606187
1972	0.2023405425
1973	0.2023272173
1974	0.2023181242
1975	0.2023067278
1976	0.2022931762
1977	0.2022810766
1978	0.2022594221
1979	0.2022449553
1980	0.2022303767
1981	0.2022209005
1982	0.2022009947
1983	0.2021896096
1984	0.2021720837
1985	0.2021590813
1986	0.2021421125
1987	0.2021240173
1988	0.2021061869
1989	0.2020936648
1990	0.2020838088
1991	0.2020667085
1992	0.2020483763
1993	0.2020388108
1994	0.2020296748
1995	0.2020121506
1996	0.2020018282
1997	0.2019878993
1998	0.2019770486
1999	0.201962869
2000	0.2019489021
2001	0.2019308532
2002	0.2019161009
2003	0.2019046915
2004	0.2018949672
2005	0.2018804251
2006	0.2018633283
2007	0.2018419881
2008	0.2018215877
2009	0.2018075159
2010	0.2017932996
2011	0.2017824881
2012	0.2017680456
2013	0.2017564587
2014	0.2017401572
2015	0.2017202041
2016	0.2017020476
2017	0.2016888977
2018	0.2016753058
2019	0.2016600695
2020	0.2016467176
2021	0.201627492
2022	0.2016127191
2023	0.2015948635
2024	0.2015802749
2025	0.2015701967
2026	0.2015543172
2027	0.2015439179
2028	0.2015301877
2029	0.2015102823
2030	0.2014962707
2031	0.2014820332
2032	0.2014689795
2033	0.2014586276
2034	0.2014411751
2035	0.2014296587
2036	0.2014136431
2037	0.2014014399
2038	0.2013864227
2039	0.2013739075
2040	0.2013593301
2041	0.2013491997
2042	0.2013317007
2043	0.2013110204
2044	0.2012903856
2045	0.2012795575
2046	0.2012663752
2047	0.2012497404
2048	0.2012316325
2049	0.2012147745
2050	0.2011913656
2051	0.2011760645
2052	0.2011581814
2053	0.2011468566
2054	0.2011349724
2055	0.2011238065
2056	0.2011070018
2057	0.2010946852
2058	0.201080341
2059	0.2010601286
2060	0.2010493024
2061	0.2010340622
2062	0.2010146063
2063	0.2009965117
2064	0.2009788033
2065	0.2009616875
2066	0.2009482889
2067	0.2009326447
2068	0.2009205328
2069	0.2009014402
2070	0.2008865835
2071	0.2008765383
2072	0.2008597094
2073	0.2008455117
2074	0.2008278799
2075	0.2008149989
2076	0.2008069993
2077	0.2007950765
2078	0.2007801553
2079	0.2007635038
2080	0.200749547
2081	0.2007417102
2082	0.2007316973
2083	0.2007185206
2084	0.2007111024
2085	0.2007013764
2086	0.2006766905
2087	0.2006624304
2088	0.2006535706
2089	0.2006360692
2090	0.2006160451
2091	0.200599131
2092	0.2005834546
2093	0.2005653726
2094	0.2005537484
2095	0.2005381009
2096	0.2005185132
2097	0.2005031552
2098	0.200484053
2099	0.2004719527
2100	0.2004516528
2101	0.2004368425
2102	0.200420891
2103	0.2004024628
2104	0.2003897935
2105	0.2003710433
2106	0.2003555484
2107	0.2003396504
2108	0.200326159
2109	0.200308651
2110	0.2002939219
2111	0.2002835924
2112	0.2002684938
2113	0.2002495485
2114	0.2002335976
2115	0.2002225514
2116	0.2002047559
2117	0.2001952644
2118	0.2001804499
2119	0.2001694307
2120	0.2001543062
2121	0.2001440156
2122	0.200128724
2123	0.2001144057
2124	0.2000989681
2125	0.2000892099
2126	0.200079316
2127	0.2000675051
2128	0.2000554548
2129	0.2000405636
2130	0.2000316374
2131	0.2000155417
2132	0.2000026385
2133	0.1999850389
2134	0.1999757157
2135	0.199959062
2136	0.1999465398
2137	0.1999293868
2138	0.199912304
2139	0.1998998242
2140	0.1998882962
2141	0.1998724101
2142	0.1998545198
2143	0.1998420995
2144	0.1998356981
2145	0.1998221821
2146	0.1998027413
2147	0.1997929607
2148	0.199778747
2149	0.199763382
2150	0.1997489157
2151	0.1997304879
2152	0.1997160616
2153	0.1996982248
2154	0.199676434
2155	0.1996632193
2156	0.1996484722
2157	0.1996410375
2158	0.1996248827
2159	0.1996086438
2160	0.1995932659
2161	0.1995816514
2162	0.1995688533
2163	0.1995607273
2164	0.1995388942
2165	0.1995255222
2166	0.199508519
2167	0.1994964493
2168	0.1994824251
2169	0.1994709056
2170	0.1994526648
2171	0.1994389131
2172	0.1994199201
2173	0.199406414
2174	0.1993919552
2175	0.1993763163
2176	0.1993552018
2177	0.1993448833
2178	0.1993325461
2179	0.1993204745
2180	0.1993111074
2181	0.1992980187
2182	0.1992900273
2183	0.1992727578
2184	0.1992584819
2185	0.1992471893
2186	0.1992315832
2187	0.1992204185
2188	0.1992026986
2189	0.1991923997
2190	0.1991745611
2191	0.1991595504
2192	0.1991449817
2193	0.1991300363
2194	0.1991157331
2195	0.1991029416
2196	0.1990863679
2197	0.1990660983
2198	0.1990510261
2199	0.1990386873
2200	0.1990258134
2201	0.199011434
2202	0.1990018552
2203	0.198988081
2204	0.1989757083
