iter	Logloss
578	0.230940261
579	0.2309130347
580	0.2308808653
581	0.2308306445
582	0.2308007557
583	0.230769436
584	0.2307392509
585	0.230709604
586	0.2306812263
587	0.2306370797
588	0.230611815
589	0.2305823575
590	0.230548302
591	0.2305201086
592	0.2304897564
593	0.2304547334
594	0.2304236587
595	0.2303922556
596	0.2303626091
597	0.2303307155
598	0.230297366
599	0.2302515669
600	0.2302039864
601	0.2301693458
602	0.2301285113
603	0.2300908404
604	0.2300419531
605	0.2299978841
606	0.2299611763
607	0.2299366935
608	0.229902444
609	0.2298593768
610	0.2298349451
611	0.2298061126
612	0.229777438
613	0.2297433371
614	0.2297200305
615	0.229688992
616	0.2296723805
617	0.2296442799
618	0.2296005107
619	0.2295763036
620	0.2295439496
621	0.2295123735
622	0.2294831493
623	0.2294524853
624	0.2294231332
625	0.2294038356
626	0.2293755844
627	0.2293491722
628	0.2293121229
629	0.2292757435
630	0.2292401833
631	0.2292084368
632	0.2291762014
633	0.2291459534
634	0.2291147798
635	0.2290903506
636	0.2290621985
637	0.2290306072
638	0.228995235
639	0.2289443045
640	0.2289042824
641	0.2288712208
642	0.2288509963
643	0.2288103515
644	0.228784963
645	0.2287477168
646	0.2287126761
647	0.2286708615
648	0.228635332
649	0.2286031892
650	0.2285660526
651	0.2285260679
652	0.2284923322
653	0.2284625661
654	0.2284335986
655	0.2283933356
656	0.2283713619
657	0.2283443223
658	0.2283183085
659	0.2282804637
660	0.2282429328
661	0.2282107511
662	0.2281870484
663	0.2281583397
664	0.2281205525
665	0.2280888189
666	0.2280550217
667	0.2280172128
668	0.2279881412
669	0.2279539183
670	0.227921083
671	0.2278927517
672	0.2278637946
673	0.2278346362
674	0.2277965997
675	0.2277744088
676	0.2277449844
677	0.2277193675
678	0.2276894687
679	0.2276647757
680	0.227619037
681	0.2275924993
682	0.2275627656
683	0.2275416973
684	0.2275074275
685	0.2274774347
686	0.2274584138
687	0.2274293006
688	0.2273801465
689	0.2273516677
690	0.2273199103
691	0.2272935641
692	0.2272622985
693	0.2272296796
694	0.227201971
695	0.2271838143
696	0.2271676073
697	0.2271432
698	0.2271228082
699	0.2270958783
700	0.2270722225
701	0.2270391145
702	0.2270101314
703	0.2269771516
704	0.2269469113
705	0.226915292
706	0.2268817523
707	0.2268483575
708	0.2268215945
709	0.2267812979
710	0.2267524656
711	0.2267293034
712	0.2266957772
713	0.226657127
714	0.2266293988
715	0.226594603
716	0.2265670294
717	0.2265308928
718	0.2265024787
719	0.226473981
720	0.2264434944
721	0.2264148455
722	0.2263900206
723	0.2263549979
724	0.2263178333
725	0.2262919269
726	0.2262606099
727	0.2262286495
728	0.2261982518
729	0.2261626038
730	0.2261384212
731	0.2261190059
732	0.226091677
733	0.226061198
734	0.2260383214
735	0.2260099216
736	0.2259692279
737	0.2259466689
738	0.2259219141
739	0.2258961772
740	0.2258746995
741	0.2258533044
742	0.2258363229
743	0.2258033411
744	0.2257796606
745	0.2257602132
746	0.2257323684
747	0.2256930203
748	0.2256608438
749	0.2256267201
750	0.2255941835
751	0.2255651647
752	0.2255425035
753	0.2255172231
754	0.2254900073
755	0.2254683584
756	0.2254426887
757	0.2254166792
758	0.2253871968
759	0.2253656273
760	0.2253345683
761	0.2253012329
762	0.2252760114
763	0.2252535659
764	0.2252289805
765	0.2251998912
766	0.2251829625
767	0.2251631733
768	0.2251249467
769	0.2251032715
770	0.2250683737
771	0.2250481552
772	0.2250160676
773	0.2249961191
774	0.2249623448
775	0.2249332477
776	0.2249137517
777	0.2248766395
778	0.2248359419
779	0.2248094721
780	0.2247840449
781	0.2247574399
782	0.2247364518
783	0.2247121721
784	0.2246839899
785	0.2246527478
786	0.2246362323
787	0.2246127004
788	0.2245927593
789	0.2245576821
790	0.2245321491
791	0.2245117684
792	0.2244918803
793	0.2244649636
794	0.2244444362
795	0.224410163
796	0.2243842414
797	0.2243620232
798	0.2243373297
799	0.224321112
800	0.2242994791
801	0.2242734267
802	0.2242442174
803	0.2242179082
804	0.2241998828
805	0.2241672043
806	0.2241455281
807	0.2241187218
808	0.2240979052
809	0.224078402
810	0.2240503074
811	0.2240239338
812	0.2240005048
813	0.2239867214
814	0.2239617732
815	0.2239354988
816	0.2239070256
817	0.2238685098
818	0.2238324426
819	0.2237966426
820	0.2237758363
821	0.223751389
822	0.2237320031
823	0.2236998826
824	0.2236820092
825	0.2236599055
826	0.2236442918
827	0.2236123989
828	0.2235869137
829	0.2235481212
830	0.2235263134
831	0.2235039571
832	0.2234815855
833	0.2234540212
834	0.223419574
835	0.2234009993
836	0.2233741087
837	0.2233525554
838	0.2233239288
839	0.223280305
840	0.2232560213
841	0.2232414795
842	0.223215344
843	0.2231886513
844	0.2231650728
845	0.2231362165
846	0.2231137722
847	0.2230908735
848	0.2230731901
849	0.2230385319
850	0.2230138821
851	0.2229906002
852	0.2229649843
853	0.2229418147
854	0.2229215001
855	0.2228957054
856	0.2228750093
857	0.2228614786
858	0.2228352843
859	0.2228148449
860	0.2228003459
861	0.2227728492
862	0.2227403886
863	0.2227174464
864	0.2226870895
865	0.2226474977
866	0.2226254263
867	0.2225995466
868	0.2225775719
869	0.2225541877
870	0.2225260131
871	0.2225116819
872	0.2224821391
873	0.2224575018
874	0.2224375746
875	0.2224205654
876	0.2223943698
877	0.2223599776
878	0.2223441659
879	0.2223206237
880	0.2223020743
881	0.2222805882
882	0.222259503
883	0.2222415511
884	0.2222235913
885	0.222197025
886	0.2221797143
887	0.2221538085
888	0.2221307232
889	0.2221040655
890	0.222079262
891	0.2220583326
892	0.2220286642
893	0.2220041307
894	0.2219809303
895	0.2219572601
896	0.2219383223
897	0.2219144782
898	0.2218938896
899	0.2218705361
900	0.2218530291
901	0.2218358656
902	0.2218100196
903	0.2217861113
904	0.2217660174
905	0.221746851
906	0.2217242779
907	0.2217056863
908	0.2216832059
909	0.2216568646
910	0.2216301196
911	0.2216056601
912	0.221584971
913	0.2215731611
914	0.2215487886
915	0.221520081
916	0.221501372
917	0.2214852857
918	0.2214666931
919	0.2214466832
920	0.2214187622
921	0.2213930533
922	0.2213672279
923	0.2213539539
924	0.2213316093
925	0.2213110371
926	0.221284602
927	0.2212667286
928	0.2212476496
929	0.2212289537
930	0.221198884
931	0.2211772745
932	0.2211452727
933	0.2211220364
934	0.221093316
935	0.2210733978
936	0.221038058
937	0.2210140987
938	0.2209879143
939	0.2209494372
940	0.2209250776
941	0.2209011452
942	0.2208866036
943	0.2208684077
944	0.2208382694
945	0.2208253457
946	0.2208021405
947	0.2207803087
948	0.2207526573
949	0.2207348517
950	0.2207107784
951	0.2206797263
952	0.2206521305
953	0.2206167509
954	0.2205923267
955	0.2205709442
956	0.2205454219
957	0.2205175601
958	0.2205019029
959	0.2204825149
960	0.2204741522
961	0.2204585589
962	0.220436791
963	0.2204139044
964	0.2203948553
965	0.2203645357
966	0.2203360976
967	0.2203143672
968	0.220295618
969	0.220271356
970	0.2202522073
971	0.2202194145
972	0.2201971159
973	0.220174826
974	0.2201402907
975	0.2201192475
976	0.2200935968
977	0.2200751029
978	0.2200562469
979	0.2200357606
980	0.2200110374
981	0.219987128
982	0.2199689153
983	0.2199490792
984	0.2199337637
985	0.2199058413
986	0.2198910413
987	0.2198710934
988	0.2198526828
989	0.2198337231
990	0.2198299051
991	0.219824315
992	0.2197984589
993	0.2197722797
994	0.2197540426
995	0.2197409618
996	0.2197186831
997	0.2197067984
998	0.2196846669
999	0.2196670922
1000	0.2196445749
1001	0.2196102078
1002	0.2195832972
1003	0.2195581496
1004	0.2195341592
1005	0.2195031781
1006	0.2194836555
1007	0.2194575641
1008	0.2194311738
1009	0.2194170914
1010	0.219401584
1011	0.2193771697
1012	0.2193684782
1013	0.2193410604
1014	0.2193273028
1015	0.2193098831
1016	0.2192859909
1017	0.2192658614
1018	0.21924146
1019	0.219220025
1020	0.2191999646
1021	0.2191814332
1022	0.2191643055
1023	0.2191497497
1024	0.2191278487
1025	0.2191240695
1026	0.2191025134
1027	0.2190804538
1028	0.2190596783
1029	0.2190385706
1030	0.2190222937
1031	0.2190157011
1032	0.2189922834
1033	0.2189690503
1034	0.2189467498
1035	0.2189177994
1036	0.2188944752
1037	0.2188729861
1038	0.2188554575
1039	0.2188391683
1040	0.2188172509
1041	0.218797305
1042	0.2187704551
1043	0.2187464741
1044	0.2187313795
1045	0.2187078181
1046	0.2186857694
1047	0.2186655948
1048	0.2186457927
1049	0.2186240453
1050	0.2185979492
1051	0.2185789094
1052	0.2185614145
1053	0.2185411481
1054	0.2185219128
1055	0.2184993612
1056	0.2184714933
1057	0.2184472426
1058	0.2184310559
1059	0.2184110068
1060	0.2183910318
1061	0.2183750159
1062	0.2183472433
1063	0.2183184024
1064	0.2182970446
1065	0.2182748134
1066	0.2182430942
1067	0.218221304
1068	0.2182027976
1069	0.2181748783
1070	0.2181562097
1071	0.2181329816
1072	0.2181096033
1073	0.218094405
1074	0.2180619337
1075	0.2180314327
1076	0.2180035795
1077	0.2179858049
1078	0.2179663207
1079	0.217946051
1080	0.2179305635
1081	0.2179033774
1082	0.2178883919
1083	0.217863242
1084	0.2178464269
1085	0.2178273826
1086	0.2178099758
1087	0.2177884501
1088	0.2177686567
1089	0.2177368672
1090	0.2177205489
1091	0.2176951426
1092	0.2176724687
1093	0.2176512597
1094	0.2176264117
1095	0.2176057743
1096	0.2175855715
1097	0.2175637453
1098	0.2175424477
1099	0.2175254725
1100	0.217497027
1101	0.2174853471
1102	0.2174628411
1103	0.2174397158
1104	0.2174166059
1105	0.2173982751
1106	0.2173729504
1107	0.217356333
1108	0.2173370274
1109	0.2173049668
1110	0.2172858896
1111	0.217260801
1112	0.2172322545
1113	0.2172108445
1114	0.21718429
1115	0.2171693048
1116	0.2171511871
1117	0.2171296255
1118	0.217102551
1119	0.2170851773
1120	0.2170574368
1121	0.2170395257
1122	0.2170171508
1123	0.2170008371
1124	0.2169868411
1125	0.2169657159
1126	0.2169450523
1127	0.2169189918
1128	0.216902217
1129	0.2168909233
1130	0.2168657106
1131	0.2168471521
1132	0.2168276328
1133	0.2168090904
1134	0.2167860776
1135	0.2167528317
1136	0.2167312552
1137	0.2167144745
1138	0.2166939442
1139	0.2166766436
1140	0.2166577846
1141	0.2166412951
1142	0.2166228543
1143	0.2166071381
1144	0.2165777651
1145	0.2165614987
1146	0.2165358895
1147	0.2165141986
1148	0.2164926539
1149	0.2164758991
1150	0.2164616749
1151	0.2164450822
1152	0.216431593
1153	0.2164215326
1154	0.2163989423
1155	0.2163784997
1156	0.2163585916
1157	0.2163352074
1158	0.2163076676
1159	0.2162953988
1160	0.2162770599
1161	0.2162589413
1162	0.2162374874
1163	0.2162184701
1164	0.2162040711
1165	0.2161781089
1166	0.2161514468
1167	0.2161320827
1168	0.2161086512
1169	0.2160923067
1170	0.2160705499
1171	0.2160418424
1172	0.2160251056
1173	0.2160013368
1174	0.2159788012
1175	0.2159622769
1176	0.2159476513
1177	0.2159274281
1178	0.2159039968
1179	0.2158816258
1180	0.2158620687
1181	0.2158374154
1182	0.2158211068
1183	0.2157993784
1184	0.2157732848
1185	0.2157539348
1186	0.2157303813
1187	0.2156977382
1188	0.2156760264
1189	0.215657372
1190	0.2156369826
1191	0.2156167
1192	0.2155984325
1193	0.2155824868
1194	0.2155684914
1195	0.2155445402
1196	0.2155266211
1197	0.2155120794
1198	0.2154924966
1199	0.2154735021
1200	0.2154532206
1201	0.215436154
1202	0.2154157812
1203	0.2154007103
1204	0.2153795256
1205	0.2153648155
1206	0.2153506112
1207	0.2153348485
1208	0.2153159485
1209	0.2152980968
1210	0.215277118
1211	0.2152600084
1212	0.2152425167
1213	0.2152229346
1214	0.2152071926
1215	0.2151934205
1216	0.2151750661
1217	0.2151488956
1218	0.2151278972
1219	0.2151099304
1220	0.2150949429
1221	0.215073546
1222	0.2150521206
1223	0.2150218788
1224	0.2150050778
1225	0.2149788052
1226	0.2149565878
1227	0.2149372165
1228	0.2149198706
1229	0.2148994561
1230	0.2148840633
1231	0.2148654473
1232	0.2148493374
1233	0.2148171844
1234	0.2147927274
1235	0.214767324
1236	0.2147505006
1237	0.2147346667
1238	0.2147138858
1239	0.214700096
1240	0.2146798576
1241	0.2146610383
1242	0.2146460215
1243	0.214624898
1244	0.2146110167
1245	0.2145924106
1246	0.2145583718
1247	0.2145456909
1248	0.2145263669
1249	0.2145095629
1250	0.2144927991
1251	0.2144692648
1252	0.2144561498
1253	0.2144462399
1254	0.2144291014
1255	0.2144089123
1256	0.2143860795
1257	0.2143710153
1258	0.2143584116
1259	0.2143445862
1260	0.2143286139
1261	0.2143083538
1262	0.2142839227
1263	0.2142664954
1264	0.2142467374
1265	0.2142250577
1266	0.2142054659
1267	0.2141914276
1268	0.214173457
1269	0.2141579319
1270	0.2141413337
1271	0.2141189988
1272	0.2141000494
1273	0.2140867681
1274	0.2140667485
1275	0.2140467161
1276	0.2140305415
1277	0.214009449
1278	0.2139910458
1279	0.2139727176
1280	0.2139496519
1281	0.2139325767
1282	0.2139092535
1283	0.2138843308
1284	0.2138555688
1285	0.2138428843
1286	0.2138319619
1287	0.2138124098
1288	0.2137952683
1289	0.2137681442
1290	0.2137515822
1291	0.2137280943
1292	0.2137108324
1293	0.2136942409
1294	0.2136763402
1295	0.2136582919
1296	0.2136406616
1297	0.2136177997
1298	0.2135983723
1299	0.2135808546
1300	0.213558765
1301	0.2135483189
1302	0.2135270478
1303	0.2135083108
1304	0.213486457
1305	0.2134665288
1306	0.2134526557
1307	0.2134363178
1308	0.2134075577
1309	0.2133892553
1310	0.2133775568
1311	0.2133634932
1312	0.2133475116
1313	0.2133206242
1314	0.2133041864
1315	0.2132873626
1316	0.2132641278
1317	0.2132421614
1318	0.2132154482
1319	0.213199389
1320	0.2131777323
1321	0.2131560312
1322	0.2131429775
1323	0.2131150854
1324	0.2130988472
1325	0.2130825784
1326	0.2130625259
1327	0.21304328
1328	0.2130204436
1329	0.2129975949
1330	0.2129791305
1331	0.2129525035
1332	0.2129328975
1333	0.2129081951
1334	0.2128879875
1335	0.2128722102
1336	0.2128570645
1337	0.2128404743
1338	0.2128219445
1339	0.2127966749
1340	0.2127760665
1341	0.2127627469
1342	0.2127427169
1343	0.2127304981
1344	0.2127132376
1345	0.2126963275
1346	0.2126789682
1347	0.2126615674
1348	0.2126471902
1349	0.2126288447
1350	0.2126082547
1351	0.2125887436
1352	0.2125716818
1353	0.2125521918
1354	0.2125309291
1355	0.2125135667
1356	0.2124974452
1357	0.2124847294
1358	0.2124725429
1359	0.2124550926
1360	0.2124345141
1361	0.2124132078
1362	0.212402153
1363	0.2123887327
1364	0.212368029
1365	0.2123489696
1366	0.2123282697
1367	0.2123113653
1368	0.2123026557
1369	0.2122811552
1370	0.2122654214
1371	0.2122337672
1372	0.2122109745
1373	0.2121904537
1374	0.2121662862
1375	0.2121486929
1376	0.2121290961
1377	0.2121085834
1378	0.2120921475
1379	0.2120784567
1380	0.2120562299
1381	0.2120374576
1382	0.2120192532
1383	0.2120066084
1384	0.2119822008
1385	0.2119750456
1386	0.211963352
1387	0.2119485872
1388	0.2119262319
1389	0.2119053703
1390	0.2118893674
1391	0.2118696076
1392	0.2118476898
1393	0.2118268354
1394	0.2118062544
1395	0.2117854135
1396	0.2117704447
1397	0.211760518
1398	0.2117333703
1399	0.21171463
1400	0.2117003919
1401	0.211680497
1402	0.2116599532
1403	0.2116413071
1404	0.2116315267
1405	0.2116044728
1406	0.2115860927
1407	0.2115688525
1408	0.2115504018
1409	0.2115376424
1410	0.2115241229
1411	0.2115078367
1412	0.2114846961
1413	0.2114685137
1414	0.2114468273
1415	0.2114297343
1416	0.2114011311
1417	0.2113896898
1418	0.2113700199
1419	0.2113520507
1420	0.2113315348
1421	0.2113084234
1422	0.2112866036
1423	0.211268271
1424	0.2112512015
1425	0.2112340612
1426	0.2112098438
1427	0.2111971015
1428	0.211183693
1429	0.2111667858
1430	0.2111505212
1431	0.2111358861
1432	0.2111245961
1433	0.2111017018
1434	0.2110834508
1435	0.2110739687
1436	0.2110551981
1437	0.2110391346
1438	0.2110211788
1439	0.2110028587
1440	0.2109852481
1441	0.2109629402
1442	0.2109455275
1443	0.2109244673
1444	0.2109109143
1445	0.2108988642
1446	0.2108783838
1447	0.2108647724
1448	0.2108449453
1449	0.2108263958
1450	0.2108085353
1451	0.2107995051
1452	0.2107733652
1453	0.2107491664
1454	0.2107321258
1455	0.2107156209
1456	0.2106888666
1457	0.2106739551
1458	0.2106554056
1459	0.2106447682
1460	0.2106276506
1461	0.210604184
1462	0.2105805624
1463	0.2105673511
1464	0.2105407214
1465	0.2105185967
1466	0.2105041539
1467	0.2104825123
1468	0.2104639333
1469	0.2104498723
1470	0.2104325167
1471	0.2104160831
1472	0.2103940377
1473	0.2103762499
1474	0.2103572802
1475	0.2103402109
1476	0.2103173916
1477	0.2103018804
1478	0.2102888256
1479	0.2102767705
1480	0.2102631192
1481	0.2102506255
1482	0.2102326437
1483	0.2102105833
1484	0.2101914101
1485	0.2101707863
1486	0.2101608378
1487	0.2101444474
1488	0.2101237318
1489	0.2101030934
1490	0.2100875646
1491	0.2100686336
1492	0.2100519249
1493	0.2100353362
1494	0.2100273731
1495	0.2100074015
1496	0.2099909021
1497	0.2099670824
1498	0.2099401131
1499	0.209929614
1500	0.2099052735
1501	0.2098906452
1502	0.209876983
1503	0.2098616984
1504	0.2098449519
1505	0.2098225918
1506	0.2098096091
1507	0.2097930118
1508	0.209773824
1509	0.2097593163
1510	0.2097458069
1511	0.2097305115
1512	0.2097108739
